店家帳號,上架時間,上架天數,itemID,商品標題,商品網址,總銷售件數,30天內銷售件數,售價,平均日銷(總銷件/上架天數),喜歡數,消費潛力(總銷件/喜歡數),評價數,評價綜合分數,給評率(幾個評價/總銷件),商品選項,商品api,商店api,選項售價,選項銷量,店鋪名稱
136218923,2019-09-13 03:39:52,548,2813268407,德國心臟病 豪華鐵盒版 桌遊 反應,http://shopee.tw/德國心臟病 豪華鐵盒版 桌遊 反應-i.136218923.2813268407,1359,85,"100,100",2.47992700729927,536,2.53544776119403,616,4.925325,0.45327446651949965,"德國心臟病鐵盒版,德國心臟病鐵盒NG版(鐵盒凹紙牌正常)",https://shopee.tw/api/v2/item/get?itemid=2813268407&shopid=136218923,https://shopee.tw/api/v4/product/get_shop_info?shopid=136218923,"138.92872,146.09773","1076,67",阿咪仔 寵物市集 寵物用品專賣店
232807666,2020-03-29 08:13:01,349,6422361880,【桌遊志】 桌遊開玩笑的危害中文版快樂氫化物卡牌歡樂休閒聚會遊戲牌,http://shopee.tw/【桌遊志】 桌遊開玩笑的危害中文版快樂氫化物卡牌歡樂休閒聚會遊戲牌-i.232807666.6422361880,160,10,"255,255",0.4584527220630373,233,0.6866952789699571,91,4.945055,0.56875,,https://shopee.tw/api/v2/item/get?itemid=6422361880&shopid=232807666,https://shopee.tw/api/v4/product/get_shop_info?shopid=232807666,351.67561,218,桌遊志旗艦店
131309504,2020-04-14 10:47:57,333,4327792587,台灣現貨秒出 阿瓦隆 繁體版 經典桌遊 狼人殺 桌遊 聚會必備 旅行 派對 團康 陳零九 多人遊戲 邏輯,http://shopee.tw/台灣現貨秒出 阿瓦隆 繁體版 經典桌遊 狼人殺 桌遊 聚會必備 旅行 派對 團康 陳零九 多人遊戲 邏輯-i.131309504.4327792587,1685,4,"19,19",5.06006006006006,591,2.8510998307952624,514,4.92607,0.3050445103857567,"阿瓦隆繁體中文擴充版,防刮牌套（不含卡牌） 100片裝,不透光防作弊眼罩",https://shopee.tw/api/v2/item/get?itemid=4327792587&shopid=131309504,https://shopee.tw/api/v4/product/get_shop_info?shopid=131309504,"171.31439,24.08931,26.35667","1810,790,147",⚡️Mr.CP ⚡️
63673992,2020-05-02 05:15:23,316,4432311489,【台灣公司現貨_快速出貨】桌遊 FOOSBALL碰碰棋 彈彈棋 彈射棋 親子互動棋  桌面足球 親子遊戲 防疫宅家桌遊,http://shopee.tw/【台灣公司現貨_快速出貨】桌遊 FOOSBALL碰碰棋 彈彈棋 彈射棋 親子互動棋  桌面足球 親子遊戲 防疫宅家桌遊-i.63673992.4432311489,328,14,"200,200",1.0379746835443038,338,0.9704142011834319,132,4.878788,0.4024390243902439,小款36.5x21.5cm,https://shopee.tw/api/v2/item/get?itemid=4432311489&shopid=63673992,https://shopee.tw/api/v4/product/get_shop_info?shopid=63673992,341.34177,472,快樂城 #扭蛋機 #扭蛋批發 #錢道 #投幣器 #扭蛋殼#蛋殼
995353,2020-07-20 15:16:51,236,6043004939,現貨 屁屁偵探 桌遊 事務所之謎 記憶翻翻樂 噗噗歷險迷宮 偵探事務所,http://shopee.tw/現貨 屁屁偵探 桌遊 事務所之謎 記憶翻翻樂 噗噗歷險迷宮 偵探事務所-i.995353.6043004939,541,56,"265,1249",2.292372881355932,360,1.5027777777777778,236,4.978814,0.43622920517560076,"現貨-事務所之謎,現貨-記憶翻翻樂,現貨-噗噗歷險迷宮,偵探事務所",https://shopee.tw/api/v2/item/get?itemid=6043004939&shopid=995353,https://shopee.tw/api/v4/product/get_shop_info?shopid=995353,"1311.44462,1258.62891,492.01943,624.93803","167,1,348,206",lilqueenie
232807666,2020-08-02 06:36:49,223,6844612485,【桌遊志】传情画意 Telestrations 热门聚会游戏,http://shopee.tw/【桌遊志】传情画意 Telestrations 热门聚会游戏-i.232807666.6844612485,685,62,"389,389",3.071748878923767,398,1.721105527638191,365,4.939726,0.5328467153284672,传情画意,https://shopee.tw/api/v2/item/get?itemid=6844612485&shopid=232807666,https://shopee.tw/api/v4/product/get_shop_info?shopid=232807666,446.50799,955,桌遊志旗艦店
6587002,2020-09-29 02:53:11,166,6854873102,大力士疊疊高 平衡積木 疊疊樂 親子桌遊 多人桌遊 大力士,http://shopee.tw/大力士疊疊高 平衡積木 疊疊樂 親子桌遊 多人桌遊 大力士-i.6587002.6854873102,262,25,"99,125",1.5783132530120483,201,1.3034825870646767,91,4.923077,0.3473282442748092,"封面款/盒裝16PES ,馬戲團款/盒裝16PES ,歌舞匯款/盒裝16PES ,德國心臟病",https://shopee.tw/api/v2/item/get?itemid=6854873102&shopid=6587002,https://shopee.tw/api/v4/product/get_shop_info?shopid=6587002,"166.5905,165.21246,155.97379,195.52209","253,39,33,0",THIS SHOP 生活館
648436,2017-10-21 14:22:13,1239,610607623,犯人在跳舞 Criminal Dance 繁體中文版 台灣代理最新版 高雄龐奇桌遊,http://shopee.tw/犯人在跳舞 Criminal Dance 繁體中文版 台灣代理最新版 高雄龐奇桌遊-i.648436.610607623,844,13,"360,360",0.6811945117029863,1375,0.6138181818181818,468,4.96162,0.5545023696682464,,https://shopee.tw/api/v2/item/get?itemid=610607623&shopid=648436,https://shopee.tw/api/v4/product/get_shop_info?shopid=648436,431.69547,1390,🇳🇿高雄龐奇桌遊🇬🇧
11767551,2018-10-12 09:25:05,883,1569947691,『附發票才是公司貨！太色會犯規』黃牌 Yellow Cards 二刷牌更多 桌遊黃牌 黃牌桌遊 繁體中文版,http://shopee.tw/『附發票才是公司貨！太色會犯規』黃牌 Yellow Cards 二刷牌更多 桌遊黃牌 黃牌桌遊 繁體中文版-i.11767551.1569947691,403,17,"149,799",0.4563986409966025,593,0.6795952782462057,142,4.971831,0.3523573200992556,"桌遊-黃牌,黃牌擴充包1-過年款,黃牌擴充包2-石虎款,黃牌擴充包3-水逆款,黃牌擴充包4-大選篇,黃牌擴充包5-芥末款,黃牌擴充包-空白卡包",https://shopee.tw/api/v2/item/get?itemid=1569947691&shopid=11767551,https://shopee.tw/api/v4/product/get_shop_info?shopid=11767551,"801.6486,177.82179,284.17573,191.41575,173.52815,205.51505,249.05995","382,146,26,37,46,16,15",大爆炸3C-手機配件3C專賣店
12733659,2020-08-05 07:58:32,220,6345128803,益智桌遊  繽紛消消樂 消消樂 彩珠消消樂 多人桌遊 觀察力訓練 益智對抗【安娜貝爾】,http://shopee.tw/益智桌遊  繽紛消消樂 消消樂 彩珠消消樂 多人桌遊 觀察力訓練 益智對抗【安娜貝爾】-i.12733659.6345128803,147,19,"169,169",0.6681818181818182,207,0.7101449275362319,70,4.957143,0.47619047619047616,"繽紛消消樂（包裝一）,繽紛消消樂（包裝二）",https://shopee.tw/api/v2/item/get?itemid=6345128803&shopid=12733659,https://shopee.tw/api/v4/product/get_shop_info?shopid=12733659,"296.74156,257.6575","87,105",安娜貝爾 Annabelle
228714135,2021-01-07 11:34:54,65,4474036673,【台灣出貨 免運費】對戰遊戲 彈跳球 趣味彈跳球  彈跳力度大挑戰 益智趣味桌遊 彈跳球遊戲組 對戰跳跳球 桌遊 親子,http://shopee.tw/【台灣出貨 免運費】對戰遊戲 彈跳球 趣味彈跳球  彈跳力度大挑戰 益智趣味桌遊 彈跳球遊戲組 對戰跳跳球 桌遊 親子-i.228714135.4474036673,483,38,"168,168",7.430769230769231,322,1.5,233,4.896996,0.4824016563146998,趣味彈跳球【1組】,https://shopee.tw/api/v2/item/get?itemid=4474036673&shopid=228714135,https://shopee.tw/api/v4/product/get_shop_info?shopid=228714135,269.29726,679,✨WHALEのMART - 鯨選館✨
67668,2018-02-26 08:27:46,1111,944020863,現貨 Twister 手腳扭扭樂 扭扭樂 圓點 手足 運動平衡遊戲 趣味遊戲歡樂聚會開趴爆笑親子遊戲親子桌遊運動露營,http://shopee.tw/現貨 Twister 手腳扭扭樂 扭扭樂 圓點 手足 運動平衡遊戲 趣味遊戲歡樂聚會開趴爆笑親子遊戲親子桌遊運動露營-i.67668.944020863,1738,26,"120,120",1.5643564356435644,1415,1.228268551236749,668,4.829341,0.38434982738780205,"圓點扭扭樂,噴濺扭扭樂",https://shopee.tw/api/v2/item/get?itemid=944020863&shopid=67668,https://shopee.tw/api/v4/product/get_shop_info?shopid=67668,"133.60148,219.3923","2091,235",露營 企鵝破冰皮夾 皮帶 皮包 代購 短夾 排汗 泰國 戰神 整人 發熱衣 保暖 衣 CK 現貨  行李秤 短 零錢夾 鋁管鉗 長夾 捲線器 桌遊 哈努曼 玩具
28893170,2021-02-03 03:59:42,39,6178857551,害你在心口難開【瘋桌遊】過年聚會派對必備桌遊│熱門綜藝節目遊戲、快樂大本營、抖音桌遊│繁體中文唯一正版授權,http://shopee.tw/害你在心口難開【瘋桌遊】過年聚會派對必備桌遊│熱門綜藝節目遊戲、快樂大本營、抖音桌遊│繁體中文唯一正版授權-i.28893170.6178857551,25,12,"199,199",0.6410256410256411,20,1.25,17,5.0,0.68,,https://shopee.tw/api/v2/item/get?itemid=6178857551&shopid=28893170,https://shopee.tw/api/v4/product/get_shop_info?shopid=28893170,397.12486,50,瘋桌遊官方商城
8540743,2020-04-06 09:56:14,341,3224907698,6款桌遊組合包PART III 競賽遊戲 親子桌遊 益智桌遊 敲企鵝 敲磚遊戲 青蛙搶珠 抽麵條 平衡遊戲 對打人,http://shopee.tw/6款桌遊組合包PART III 競賽遊戲 親子桌遊 益智桌遊 敲企鵝 敲磚遊戲 青蛙搶珠 抽麵條 平衡遊戲 對打人-i.8540743.3224907698,393,12,"305,305",1.152492668621701,391,1.0051150895140666,203,4.950739,0.5165394402035624,,https://shopee.tw/api/v2/item/get?itemid=3224907698&shopid=8540743,https://shopee.tw/api/v4/product/get_shop_info?shopid=8540743,572.56054,609,美寶精品玩具
25125249,2017-10-29 10:11:56,1231,634933688,<滿千免運> 正版桌遊 鈕鈕相扣 繁中版,http://shopee.tw/<滿千免運> 正版桌遊 鈕鈕相扣 繁中版-i.25125249.634933688,453,17,"304,304",0.36799350121852153,228,1.986842105263158,219,4.977064,0.48344370860927155,,https://shopee.tw/api/v2/item/get?itemid=634933688&shopid=25125249,https://shopee.tw/api/v4/product/get_shop_info?shopid=25125249,451.96558,487,滿千免運
